seed,train_k,inference_k,checkpoint_step,task_id,task_name,num_tokens,validation_loss
0,5,1,0,3,math_en,4608,5.737981292936537
0,5,1,0,4,code,4608,5.725954400168525
0,5,1,0,5,reasoning,4608,5.705779247813755
0,5,1,0,6,translation,4608,5.7009036673439875
0,5,2,0,0,general_ko,4608,5.672622111108568
0,5,2,0,1,general_en,4608,5.713210463523865
0,5,2,0,2,math_ko,4608,5.69502321879069
0,5,2,0,3,math_en,4608,5.731670260429382
0,5,2,0,4,code,4608,5.727201143900554
0,5,2,0,5,reasoning,4608,5.709014998541938
0,5,2,0,6,translation,4608,5.6867772870593605
0,5,3,0,0,general_ko,4608,5.671132352617052
0,5,3,0,1,general_en,4608,5.719486647182041
0,5,3,0,2,math_ko,4608,5.69482061598036
0,5,3,0,3,math_en,4608,5.729529036415948
0,5,3,0,4,code,4608,5.7220958603752985
0,5,3,0,5,reasoning,4608,5.708650999599033
0,5,3,0,6,translation,4608,5.6803327269024315
0,5,4,0,0,general_ko,4608,5.671623521380955
0,5,4,0,1,general_en,4608,5.719564596811931
0,5,4,0,2,math_ko,4608,5.69804232650333
0,5,4,0,3,math_en,4608,5.731296843952602
0,5,4,0,4,code,4608,5.720533755090502
0,5,4,0,5,reasoning,4608,5.707507570584615
0,5,4,0,6,translation,4608,5.678405231899685
0,5,5,0,0,general_ko,4608,5.670493112670051
0,5,5,0,1,general_en,4608,5.719591935475667
0,5,5,0,2,math_ko,4608,5.701600591341655
0,5,5,0,3,math_en,4608,5.730306320720249
0,5,5,0,4,code,4608,5.723747160699633
0,5,5,0,5,reasoning,4608,5.710303889380561
0,5,5,0,6,translation,4608,5.68030940161811
0,5,6,0,0,general_ko,4608,5.671461184819539
0,5,6,0,1,general_en,4608,5.721741345193651
0,5,6,0,2,math_ko,4608,5.7008680899937945
0,5,6,0,3,math_en,4608,5.728590581152174
0,5,6,0,4,code,4608,5.72293417983585
0,5,6,0,5,reasoning,4608,5.710867895020379
0,5,6,0,6,translation,4608,5.683302468723721
0,5,7,0,0,general_ko,4608,5.673107862472534
0,5,7,0,1,general_en,4608,5.7223519749111595
0,5,7,0,2,math_ko,4608,5.701830996407403
0,5,7,0,3,math_en,4608,5.728105849689907
0,5,7,0,4,code,4608,5.721768922275967
0,5,7,0,5,reasoning,4608,5.709584010971917
0,5,7,0,6,translation,4608,5.684349338213603
0,5,8,0,0,general_ko,4608,5.673274172676934
0,5,8,0,1,general_en,4608,5.721874250306024
0,5,8,0,2,math_ko,4608,5.701538377337986
0,5,8,0,3,math_en,4608,5.727320432662964
0,5,8,0,4,code,4608,5.7210818661583795
0,5,8,0,5,reasoning,4608,5.710145658916897
0,5,8,0,6,translation,4608,5.684339072969225
0,5,1,1500,0,general_ko,4608,1.1942134019401338
0,5,1,1500,1,general_en,4608,1.3737729390462239
0,5,1,1500,2,math_ko,4608,1.2396293332179387
0,5,1,1500,3,math_en,4608,1.6368464529514313
0,5,1,1500,4,code,4608,1.3489508661958907
0,5,1,1500,5,reasoning,4608,1.1681249390045803
0,5,1,1500,6,translation,4608,1.1746730051106877
0,5,2,1500,0,general_ko,4608,0.5008455241719881
0,5,2,1500,1,general_en,4608,0.5406361892819405
0,5,2,1500,2,math_ko,4608,0.41877756433354485
0,5,2,1500,3,math_en,4608,0.6208266450299157
0,5,2,1500,4,code,4608,0.596164443426662
0,5,2,1500,5,reasoning,4608,0.493980190406243
0,5,2,1500,6,translation,4608,0.4876749979125129
0,5,3,1500,0,general_ko,4608,0.4224669796725114
0,5,3,1500,1,general_en,4608,0.46092045969433254
0,5,3,1500,2,math_ko,4608,0.34941023339827854
0,5,3,1500,3,math_en,4608,0.5103232314189275
0,5,3,1500,4,code,4608,0.4394085705280304
0,5,3,1500,5,reasoning,4608,0.4087591821120845
0,5,3,1500,6,translation,4608,0.39485008559293217
0,5,4,1500,0,general_ko,4608,0.4077657361825307
0,5,4,1500,1,general_en,4608,0.40443257863322896
0,5,4,1500,2,math_ko,4608,0.32335730724864536
0,5,4,1500,3,math_en,4608,0.49852901241845554
0,5,4,1500,4,code,4608,0.38926055530707043
0,5,4,1500,5,reasoning,4608,0.3637438619302379
