seed,pair,source_train_k,target_train_k,layer_id,rank_in_target_logits,count,share,step_source,step_target
0,1-4,1,4,2,2,8195,0.18292410714285715,1500,1500
0,1-4,1,4,2,3,5996,0.13383928571428572,1500,1500
0,1-4,1,4,2,4,4748,0.10598214285714286,1500,1500
0,1-4,1,4,2,5,4285,0.09564732142857142,1500,1500
0,1-4,1,4,2,6,2568,0.05732142857142857,1500,1500
0,1-4,1,4,2,7,2005,0.044754464285714286,1500,1500
0,1-4,1,4,2,8,1277,0.028504464285714286,1500,1500
0,1-4,1,4,3,1,13795,0.3079241071428571,1500,1500
0,1-4,1,4,3,2,7551,0.16854910714285715,1500,1500
0,1-4,1,4,3,3,6024,0.1344642857142857,1500,1500
0,1-4,1,4,3,4,4553,0.10162946428571429,1500,1500
0,1-4,1,4,3,5,4616,0.10303571428571429,1500,1500
0,1-4,1,4,3,6,3578,0.07986607142857143,1500,1500
0,1-4,1,4,3,7,3222,0.07191964285714286,1500,1500
0,1-4,1,4,3,8,1461,0.032611607142857144,1500,1500
0,2-4,2,4,0,1,33931,0.7573883928571429,1500,1500
0,2-4,2,4,0,2,8204,0.183125,1500,1500
0,2-4,2,4,0,3,1892,0.04223214285714286,1500,1500
0,2-4,2,4,0,4,637,0.01421875,1500,1500
0,2-4,2,4,0,5,131,0.002924107142857143,1500,1500
0,2-4,2,4,0,6,1,2.232142857142857e-05,1500,1500
0,2-4,2,4,0,7,4,8.928571428571429e-05,1500,1500
0,2-4,2,4,0,8,0,0.0,1500,1500
0,2-4,2,4,1,1,29818,0.6655803571428571,1500,1500
0,2-4,2,4,1,2,8843,0.19738839285714285,1500,1500
0,2-4,2,4,1,3,3651,0.08149553571428571,1500,1500
0,2-4,2,4,1,4,1484,0.033125,1500,1500
0,2-4,2,4,1,5,719,0.016049107142857143,1500,1500
0,2-4,2,4,1,6,181,0.004040178571428571,1500,1500
0,2-4,2,4,1,7,100,0.002232142857142857,1500,1500
0,2-4,2,4,1,8,4,8.928571428571429e-05,1500,1500
0,2-4,2,4,2,1,25307,0.5648883928571429,1500,1500
0,2-4,2,4,2,2,10663,0.23801339285714285,1500,1500
0,2-4,2,4,2,3,4446,0.09924107142857143,1500,1500
0,2-4,2,4,2,4,1659,0.03703125,1500,1500
0,2-4,2,4,2,5,1465,0.03270089285714286,1500,1500
0,2-4,2,4,2,6,609,0.01359375,1500,1500
0,2-4,2,4,2,7,525,0.01171875,1500,1500
0,2-4,2,4,2,8,126,0.0028125,1500,1500
0,2-4,2,4,3,1,26642,0.5946875,1500,1500
0,2-4,2,4,3,2,8248,0.18410714285714286,1500,1500
0,2-4,2,4,3,3,3809,0.08502232142857143,1500,1500
0,2-4,2,4,3,4,2399,0.05354910714285714,1500,1500
0,2-4,2,4,3,5,1632,0.03642857142857143,1500,1500
0,2-4,2,4,3,6,1065,0.023772321428571427,1500,1500
0,2-4,2,4,3,7,663,0.014799107142857143,1500,1500
