pair,layer_id,source_rank,mean_target_rank,mean_absolute_displacement,count
3-6,-1,7,9.737473745194693,4.7271239265563,2064384
3-6,-1,8,10.50340343656994,4.842056516617063,2064384
3-6,-1,9,11.240144275483631,4.947684151785714,2064384
3-6,-1,10,11.968989780970983,5.022726876395089,2064384
3-6,-1,11,12.676959325396826,5.088033040364583,2064384
3-6,-1,12,13.381905207558283,5.150417267330109,2064384
3-6,-1,13,14.08370874798487,5.190216064453125,2064384
3-6,-1,14,14.78396218920511,5.220348055400546,2064384
3-6,-1,15,15.479983375186013,5.227756076388889,2064384
3-6,-1,16,16.168876042441717,5.2367762005518355,2064384
3-6,-1,17,16.81867230127728,5.242617652529762,2064384
3-6,-1,18,17.527881440662203,5.228836301773313,2064384
3-6,-1,19,18.2092532203311,5.199163043309772,2064384
3-6,-1,20,18.900146484375,5.157882448226687,2064384
3-6,-1,21,19.62428211030506,5.110476539248512,2064384
3-6,-1,22,20.322496202256943,5.05896480499752,2064384
3-6,-1,23,21.075811961340527,4.987186008029514,2064384
3-6,-1,24,21.812894790891615,4.907909090556796,2064384
3-6,-1,25,22.59214903816344,4.791908385261657,2064384
3-6,-1,26,23.34507145957341,4.6707879929315474,2064384
3-6,-1,27,24.15370589967758,4.519330705915179,2064384
3-6,-1,28,25.04678199404762,4.294212704613095,2064384
3-6,-1,29,25.943150596013144,4.056889125279018,2064384
3-6,-1,30,26.972652859157986,3.7050330752418157,2064384
3-6,-1,31,28.094158838665674,3.2497800796750993,2064384
3-6,-1,32,29.528039357018848,2.4719606429811507,2064384
3-6,0,1,1.6068677145337302,0.6068677145337301,258048
3-6,0,2,2.7508486793154763,1.1187337239583333,258048
3-6,0,3,3.8402467757936507,1.5000155009920635,258048
3-6,0,4,4.847625248015873,1.7679811507936507,258048
3-6,0,5,5.732437375992063,1.9632471478174602,258048
3-6,0,6,6.668662419394841,2.1323978484623014,258048
3-6,0,7,7.599512493799603,2.2912365141369047,258048
3-6,0,8,8.54325939360119,2.4245062934027777,258048
3-6,0,9,9.486653645833334,2.5313042534722223,258048
3-6,0,10,10.359386625744047,2.5884215339781744,258048
3-6,0,11,11.29476298983135,2.6376216827876986,258048
3-6,0,12,12.212247333829366,2.7130611359126986,258048
3-6,0,13,13.145953466021826,2.7318057105654763,258048
3-6,0,14,14.113757905505953,2.764040023561508,258048
3-6,0,15,15.048502604166666,2.776119171626984,258048
3-6,0,16,15.920220269097221,2.7837572854662698,258048
3-6,0,17,16.83184136284722,2.7585526723710316,258048
3-6,0,18,17.765008835565474,2.748074001736111,258048
3-6,0,19,18.722598121279763,2.6883409288194446,258048
3-6,0,20,19.64538767981151,2.6229654947916665,258048
3-6,0,21,20.588518415178573,2.548091827876984,258048
3-6,0,22,21.550975012400794,2.4452892485119047,258048
3-6,0,23,22.5492427765377,2.3487606956845237,258048
3-6,0,24,23.48147243923611,2.246733165922619,258048
3-6,0,25,24.447815910218253,2.1157381572420637,258048
3-6,0,26,25.395937965029763,1.9815731956845237,258048
3-6,0,27,26.387691437251984,1.8004596044146826,258048
3-6,0,28,27.410923549107142,1.602081783234127,258048
3-6,0,29,28.421533978174605,1.3699389260912698,258048
3-6,0,30,29.487940228174605,1.092649429563492,258048
3-6,0,31,30.521534753224206,0.7847648499503969,258048
3-6,0,32,31.62063259548611,0.3793674045138889,258048
3-6,1,1,1.9851926773313493,0.9851926773313492,258048
3-6,1,2,3.2983630952380953,1.6889493427579365,258048
3-6,1,3,4.523708767361111,2.2003425719246033,258048
3-6,1,4,5.550982762896825,2.5580279637896823,258048
3-6,1,5,6.506002759176587,2.827028304811508,258048
3-6,1,6,7.399293929811508,3.0381983196924605,258048
3-6,1,7,8.312224857390873,3.2266283792162698,258048
3-6,1,8,9.10467044890873,3.3508417038690474,258048
3-6,1,9,9.975578187003968,3.4907614087301586,258048
3-6,1,10,10.839692615327381,3.6169588603670637,258048
3-6,1,11,11.696428571428571,3.7042798239087302,258048
3-6,1,12,12.523801773313492,3.785063244047619,258048
3-6,1,13,13.429497612847221,3.8358948722718256,258048
3-6,1,14,14.281420510912698,3.9588758680555554,258048
3-6,1,15,15.150037977430555,3.9469982328869047,258048
3-6,1,16,15.975690569196429,3.9232042100694446,258048
3-6,1,17,16.804466610863095,3.938441685267857,258048
3-6,1,18,17.650592137896826,3.9199993799603177,258048
3-6,1,19,18.544193328373016,3.8667379712301586,258048
3-6,1,20,19.382308717757937,3.7663070436507935,258048
3-6,1,21,20.24457465277778,3.7264617435515874,258048
3-6,1,22,21.193196614583332,3.613033234126984,258048
3-6,1,23,22.026126922123016,3.524600074404762,258048
3-6,1,24,22.95074947296627,3.363920665922619,258048
3-6,1,25,23.903428819444443,3.2338944692460316,258048
3-6,1,26,24.774375310019842,3.0429765004960316,258048
3-6,1,27,25.732324993799605,2.8441956535218256,258048
3-6,1,28,26.721683562748016,2.590087890625,258048
3-6,1,29,27.70482623387897,2.287632533482143,258048
3-6,1,30,28.77258107018849,1.9426347036210319,258048
3-6,1,31,29.894713386656747,1.4951830667162698,258048
3-6,1,32,31.14727105034722,0.8527289496527778,258048
3-6,2,1,2.5178687686011907,1.5178687686011905,258048
3-6,2,2,4.050339471726191,2.423556857638889,258048
3-6,2,3,5.31525142609127,2.9934740823412698,258048
3-6,2,4,6.322036985367063,3.3606189546130953,258048
3-6,2,5,7.26824466765873,3.655149429563492,258048
3-6,2,6,8.18565925719246,3.923863002232143,258048
3-6,2,7,9.073017423115079,4.128665984623016,258048
3-6,2,8,9.875883556547619,4.275592137896825,258048
3-6,2,9,10.65231662326389,4.429482111855159,258048
3-6,2,10,11.401014539930555,4.5419805617559526,258048
3-6,2,11,12.262974330357142,4.688089037698413,258048
3-6,2,12,13.084577287946429,4.785059368799603,258048
3-6,2,13,13.854891338045634,4.848714192708333,258048
3-6,2,14,14.592273530505953,4.868284195188492,258048
3-6,2,15,15.358193049355158,4.873670789930555,258048
3-6,2,16,16.086181640625,4.870562841021825,258048
3-6,2,17,16.816809275793652,4.903955853174603,258048
3-6,2,18,17.55456736731151,4.893822079613095,258048
3-6,2,19,18.323645213293652,4.876550099206349,258048
3-6,2,20,19.120826357886905,4.795716300843254,258048
3-6,2,21,19.91912357390873,4.678145151289683,258048
3-6,2,22,20.654308500744047,4.649239676339286,258048
3-6,2,23,21.499755859375,4.561256045386905,258048
3-6,2,24,22.28838433159722,4.454888237847222,258048
3-6,2,25,23.147654699900794,4.2601221478174605,258048
3-6,2,26,24.019178602430557,4.063046409970238,258048
3-6,2,27,24.833701481894842,3.9073544456845237,258048
3-6,2,28,25.825745597718253,3.5810314360119047,258048
3-6,2,29,26.81029498387897,3.2572118365575395,258048
3-6,2,30,27.837003193204364,2.912810794890873,258048
3-6,2,31,29.024011036706348,2.3702644469246033,258048
3-6,2,32,30.424266028025794,1.5757339719742063,258048
