seed,train_k,layer_id,task_id,task_name,num_records,normalized_gate_entropy,top1_top2_logit_margin,selected_probability_mass,normalized_selected_weight_entropy
0,5,5,0,general_ko,4608,0.9032870531082153,0.47344842553138733,0.4225475788116455,0.9347613453865051
0,5,5,1,general_en,4608,0.8905019760131836,0.5657892823219299,0.43560874462127686,0.9154694676399231
0,5,5,2,math_ko,4608,0.8962967991828918,0.569627046585083,0.4301990568637848,0.9230360388755798
0,5,5,3,math_en,4608,0.889577329158783,0.5681119561195374,0.4392772912979126,0.9168777465820312
0,5,5,4,code,4608,0.8889777660369873,0.5918421149253845,0.4433364272117615,0.9151566028594971
0,5,5,5,reasoning,4608,0.8880507349967957,0.5970580577850342,0.44279158115386963,0.914818525314331
0,5,5,6,translation,4608,0.8869330883026123,0.5642898082733154,0.4478296637535095,0.9176240563392639
0,5,6,0,general_ko,4608,0.8819802403450012,0.6725638508796692,0.4508949816226959,0.8950707912445068
0,5,6,1,general_en,4608,0.8693165183067322,0.7235289812088013,0.4689086675643921,0.8845560550689697
0,5,6,2,math_ko,4608,0.8815089464187622,0.6448217034339905,0.4515273869037628,0.9003556370735168
0,5,6,3,math_en,4608,0.8680965304374695,0.694071888923645,0.46729692816734314,0.8846220970153809
0,5,6,4,code,4608,0.8662588596343994,0.7595893144607544,0.4694660007953644,0.8797041773796082
0,5,6,5,reasoning,4608,0.8721599578857422,0.6914239525794983,0.46732160449028015,0.8887436985969543
0,5,6,6,translation,4608,0.8621004223823547,0.7714364528656006,0.47806739807128906,0.8779979944229126
